image_path,user_id,vehicle_location,user_location,label
data\face\lfw-deepfunneled/Cesar_Gaviria/Cesar_Gaviria_0003.jpg,251,40.71278546999859;-74.00622868359653,40.71263386395239;-74.00610660554058,1
data\face\lfw-deepfunneled/Antony_Leung/Antony_Leung_0002.jpg,106,40.78423610107841;-74.08176468731858,40.75758496925962;-73.98529039543178,0
data\face\lfw-deepfunneled/Muhammad_Saeed_al-Sahhaf/Muhammad_Saeed_al-Sahhaf_0003.jpg,1162,40.74634668010088;-73.96869422352951,40.71352794518017;-74.00797440506162,0
data\face\lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0081.jpg,537,40.7129555438278;-74.00668716952052,40.74943960514653;-73.96774694060836,0
data\face\lfw-deepfunneled/Pedro_Almodovar/Pedro_Almodovar_0003.jpg,1265,40.71764662363808;-74.00737031078957,40.71765844438044;-74.0073805862076,1
data\face\lfw-deepfunneled/Amelie_Mauresmo/Amelie_Mauresmo_0012.jpg,70,40.71292734097497;-74.00634607785945,40.748250044889645;-73.96769426590872,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0036.jpg,532,40.71284778853232;-74.00597793679326,40.759490314861246;-73.98126050994163,0
data\face\lfw-deepfunneled/Tracee_Ellis_Ross/Tracee_Ellis_Ross_0002.jpg,1595,40.75571652876175;-73.98872370138156,40.7559186120409;-73.98858552452599,1
data\face\lfw-deepfunneled/Edmund_Stoiber/Edmund_Stoiber_0005.jpg,410,40.71343499415819;-74.00471887560974,40.74644359262381;-73.967820599606,0
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0176.jpg,309,40.71635231121041;-74.2573722849718,40.71648652491985;-74.2573852594104,1
data\face\lfw-deepfunneled/Warren_Buffett/Warren_Buffett_0002.jpg,1637,40.7582598768473;-73.98591736377021,40.74899871252416;-73.96806202772659,0
data\face\lfw-deepfunneled/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0021.jpg,116,40.74874478496167;-73.96807154783339,40.75828762646999;-73.98525130622464,0
data\face\lfw-deepfunneled/Jong_Wook_Lee/Jong_Wook_Lee_0004.jpg,819,40.74884025864876;-73.96812662259116,40.71265119189712;-74.00584064614979,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0319.jpg,532,40.75068289523463;-73.96522595678792,40.758362128491136;-73.98544557823426,0
data\face\lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0020.jpg,537,40.74915318426535;-73.96849209394314,40.71288887315126;-74.00589090157786,0
data\face\lfw-deepfunneled/Arsinee_Khanjian/Arsinee_Khanjian_0001.jpg,119,40.71331555023158;-74.00739547181264,40.71341521126798;-74.00738370621436,1
data\face\lfw-deepfunneled/Jose_Maria_Aznar/Jose_Maria_Aznar_0013.jpg,829,40.74819453332288;-73.96485159949094,40.748074072210095;-73.96488348430063,1
data\face\lfw-deepfunneled/Tom_Glavine/Tom_Glavine_0002.jpg,1574,40.76003075637198;-73.98625611944063,40.7127090869411;-74.00571905667526,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0269.jpg,532,40.7581095692638;-73.98524710612274,40.75805541145079;-73.98525142492451,1
data\face\lfw-deepfunneled/Billy_Graham/Billy_Graham_0001.jpg,171,40.88979736046405;-74.14844175057397,40.88976584091197;-74.14844839598916,1
data\face\lfw-deepfunneled/Mike_Tyson/Mike_Tyson_0002.jpg,1134,40.74855765506401;-73.96849902984872,40.7486639052968;-73.96835995410144,1
data\face\lfw-deepfunneled/Pierce_Brosnan/Pierce_Brosnan_0004.jpg,1288,40.71169300689876;-74.00476141045559,40.74600174925621;-73.96901322176556,0
data\face\lfw-deepfunneled/Erin_Runnion/Erin_Runnion_0003.jpg,452,40.71277299366252;-74.00598137415246,40.75853730502747;-73.98533331931938,0
data\face\lfw-deepfunneled/Helen_Clark/Helen_Clark_0001.jpg,608,40.75783993710663;-73.98609172636411,40.71280688513861;-74.00588880245682,0
data\face\lfw-deepfunneled/Toni_Braxton/Toni_Braxton_0001.jpg,1586,40.71276592038977;-74.00589009496301,40.75826314314674;-73.98582430986453,0
data\face\lfw-deepfunneled/Recep_Tayyip_Erdogan/Recep_Tayyip_Erdogan_0027.jpg,1329,40.709604135187234;-74.00899417469655,40.70969554129049;-74.00894410178729,1
data\face\lfw-deepfunneled/Nikki_Reed/Nikki_Reed_0002.jpg,1199,40.75819416809435;-73.98620760474994,40.713039045105816;-74.0056795044355,0
data\face\lfw-deepfunneled/Silvan_Shalom/Silvan_Shalom_0001.jpg,1489,40.71289493777536;-74.00635482962706,40.71280744803468;-74.00650987175865,1
data\face\lfw-deepfunneled/Alec_Baldwin/Alec_Baldwin_0003.jpg,39,40.748946980216346;-73.96703990545886,40.74898753503384;-73.96706191235175,1
data\face\lfw-deepfunneled/Tom_Daschle/Tom_Daschle_0012.jpg,1573,40.748869504391905;-73.96793148201428,40.74884447874178;-73.96802092007337,1
data\face\lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0094.jpg,537,40.75812731481265;-73.98801208590949,40.71352229520837;-74.0067151973773,0
data\face\lfw-deepfunneled/Michael_Jackson/Michael_Jackson_0007.jpg,1099,40.75835519757374;-73.98604999233731,40.71639434675819;-74.00506337088162,0
data\face\lfw-deepfunneled/Recep_Tayyip_Erdogan/Recep_Tayyip_Erdogan_0017.jpg,1329,40.749516058422024;-73.96752379757507,40.74970275246391;-73.96758693376829,1
data\face\lfw-deepfunneled/Halle_Berry/Halle_Berry_0006.jpg,583,40.74821067658826;-73.97060716745932,40.712704703127486;-74.0065779703953,0
data\face\lfw-deepfunneled/Gerhard_Schroeder/Gerhard_Schroeder_0022.jpg,537,40.712622998384546;-74.00713902264603,40.71271186674126;-74.00714693823475,1
data\face\lfw-deepfunneled/Chita_Rivera/Chita_Rivera_0002.jpg,271,40.712969695075344;-74.00594335100136,40.71280688513861;-74.00588880245682,1
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0007.jpg,309,40.71156609686669;-74.00676593854278,40.71127324539041;-74.00678089126652,1
data\face\lfw-deepfunneled/Bill_Clinton/Bill_Clinton_0015.jpg,160,40.55012676555083;-73.8693064608546,40.5501206851338;-73.86934367311027,1
data\face\lfw-deepfunneled/Naji_Sabri/Naji_Sabri_0008.jpg,1168,40.71338509252536;-74.00648838103572,40.75956027527329;-73.98557108875856,0
data\face\lfw-deepfunneled/David_Wells/David_Wells_0007.jpg,354,40.74955701463708;-73.96856900969927,40.74962316771564;-73.968657713769,1
data\face\lfw-deepfunneled/Fidel_Castro/Fidel_Castro_0016.jpg,475,40.75821124432702;-73.98372187793778,40.92091268218263;-74.12059239223439,0
data\face\lfw-deepfunneled/Nancy_Pelosi/Nancy_Pelosi_0006.jpg,1171,40.71265211025225;-74.00595501675102,40.71281511639667;-74.0060801618258,1
data\face\lfw-deepfunneled/Anthony_Hopkins/Anthony_Hopkins_0002.jpg,101,40.74906542060206;-73.96805784042266,40.748871558674274;-73.9680561189456,1
data\face\lfw-deepfunneled/Yu_Shyi-kun/Yu_Shyi-kun_0004.jpg,1668,40.71269792866002;-74.00618570583136,40.71277476099339;-74.00600933086929,1
data\face\lfw-deepfunneled/Andy_Roddick/Andy_Roddick_0003.jpg,85,40.74914529926448;-73.96817597057934,40.75851472798539;-73.98576188648192,0
data\face\lfw-deepfunneled/Vicente_Fox/Vicente_Fox_0006.jpg,1616,40.71125600178978;-74.00739632179129,40.75780698567075;-73.98524455703453,0
data\face\lfw-deepfunneled/Jennifer_Aniston/Jennifer_Aniston_0005.jpg,720,40.74894682903664;-73.96784219569564,40.748844135217766;-73.96800612213289,1
data\face\lfw-deepfunneled/Michael_Kostelnik/Michael_Kostelnik_0001.jpg,1102,40.74848794320973;-73.96795485899604,40.74841113303095;-73.96801572746529,1
data\face\lfw-deepfunneled/Roseanne_Barr/Roseanne_Barr_0003.jpg,1416,40.74849533683529;-73.96775676663412,40.748658915388255;-73.96793576525307,1
data\face\lfw-deepfunneled/Martin_McGuinness/Martin_McGuinness_0002.jpg,1058,40.71015398994888;-74.00574354354265,40.75676403422949;-73.98442786745301,0
data\face\lfw-deepfunneled/Kurt_Warner/Kurt_Warner_0002.jpg,915,40.71306937767136;-74.00774027958708,40.713061514980105;-74.00764327908327,1
data\face\lfw-deepfunneled/David_Beckham/David_Beckham_0009.jpg,338,40.863853185030486;-73.89844574445222,40.75976679486602;-73.98538487554967,0
data\face\lfw-deepfunneled/Jeremy_Greenstock/Jeremy_Greenstock_0011.jpg,730,40.71282244444487;-74.00639522333503,40.75757447442436;-73.98586272418268,0
data\face\lfw-deepfunneled/Laura_Bush/Laura_Bush_0016.jpg,932,40.75759853919931;-73.98584573147612,40.75758882834073;-73.98573032528577,1
data\face\lfw-deepfunneled/Hitomi_Soga/Hitomi_Soga_0003.jpg,620,40.71135816038163;-74.00645579665314,40.75697989600469;-73.98585370452973,0
data\face\lfw-deepfunneled/John_Ashcroft/John_Ashcroft_0027.jpg,769,40.758640408386256;-73.98523724072393,40.71191584139729;-74.00455229961415,0
data\face\lfw-deepfunneled/Ali_Naimi/Ali_Naimi_0003.jpg,54,40.71284549682433;-74.00641079135625,40.71282412921027;-74.00643258830046,1
data\face\lfw-deepfunneled/Ariel_Sharon/Ariel_Sharon_0034.jpg,111,40.749068778950594;-73.96815434661467,40.74905853185794;-73.96806664590198,1
data\face\lfw-deepfunneled/Jeffrey_Scott_Postell/Jeffrey_Scott_Postell_0001.jpg,718,40.757973563875844;-73.98590353907822,40.757964624512034;-73.98578482647083,1
data\face\lfw-deepfunneled/George_Robertson/George_Robertson_0005.jpg,527,40.71181017137999;-74.00722336538125,40.71176668675764;-74.00730751711825,1
data\face\lfw-deepfunneled/Gerry_Adams/Gerry_Adams_0004.jpg,538,40.713382758595316;-74.00456984771341,40.71350031944862;-74.00456310191717,1
data\face\lfw-deepfunneled/Ai_Sugiyama/Ai_Sugiyama_0005.jpg,21,40.7130793769881;-74.00618005400017,40.71306689330801;-74.00611088975704,1
data\face\lfw-deepfunneled/Valery_Giscard_dEstaing/Valery_Giscard_dEstaing_0003.jpg,1610,40.75799992695084;-73.98619132852356,40.74533650098336;-73.96710262593805,0
data\face\lfw-deepfunneled/Corinne_Coman/Corinne_Coman_0002.jpg,315,40.7136763516916;-74.00537826133282,40.7483558205087;-73.9693031645265,0
data\face\lfw-deepfunneled/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0012.jpg,549,40.71347926225309;-74.00549208478803,40.71340458705843;-74.00553959343897,1
data\face\lfw-deepfunneled/Guido_Westerwelle/Guido_Westerwelle_0001.jpg,568,40.94995477167733;-74.0311034759786,40.74878904070461;-73.9681134984065,0
data\face\lfw-deepfunneled/Joe_Torre/Joe_Torre_0004.jpg,765,40.74872019117886;-73.96832793106674,40.75657176367012;-73.98515716772064,0
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0034.jpg,309,40.75061655730321;-73.96671320301182,40.75809469965573;-73.98525549477742,0
data\face\lfw-deepfunneled/Mark_Wahlberg/Mark_Wahlberg_0001.jpg,1045,40.7594798263066;-73.98589994161095,40.71379139701944;-74.00788143413476,0
data\face\lfw-deepfunneled/Alejandro_Toledo/Alejandro_Toledo_0039.jpg,42,40.74887882044514;-73.96786688721903,40.96632053127699;-73.92051667855311,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0165.jpg,532,40.74885931443768;-73.9680726977289,40.74888078212911;-73.96795894311835,1
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0317.jpg,532,40.7489531205541;-73.96787157141462,40.758438591013295;-73.98574413914932,0
data\face\lfw-deepfunneled/Jason_Jennings/Jason_Jennings_0001.jpg,690,40.757964624512034;-73.98578482647083,40.67562191614167;-73.81281110558858,0
data\face\lfw-deepfunneled/Duane_Lee_Chapman/Duane_Lee_Chapman_0002.jpg,402,40.71253791891193;-74.00581945605921,40.71255125128513;-74.00568664328817,1
data\face\lfw-deepfunneled/Julianne_Moore/Julianne_Moore_0006.jpg,852,40.71282654029229;-74.00597481612219,40.74885678508207;-73.96797330888826,0
data\face\lfw-deepfunneled/Leonard_Hamilton/Leonard_Hamilton_0002.jpg,954,40.931967903729976;-73.83108612228015,40.749158406397896;-73.96806947120614,0
data\face\lfw-deepfunneled/John_Ashcroft/John_Ashcroft_0048.jpg,769,40.748968875252416;-73.96830364733107,40.75832754097683;-73.98594436616222,0
data\face\lfw-deepfunneled/Jimmy_Carter/Jimmy_Carter_0002.jpg,751,40.75787231196834;-73.98561762035834,40.75797568825639;-73.98573789431396,1
data\face\lfw-deepfunneled/Ricardo_Lagos/Ricardo_Lagos_0012.jpg,1333,40.75596160595734;-73.98436543829213,40.71765844438044;-74.0073805862076,0
data\face\lfw-deepfunneled/Donald_Rumsfeld/Donald_Rumsfeld_0084.jpg,392,40.75061655730321;-73.96671320301182,40.71354033479986;-74.00614796783763,0
data\face\lfw-deepfunneled/Tony_Shalhoub/Tony_Shalhoub_0001.jpg,1591,40.747224369084535;-73.96901300992334,40.7473045311849;-73.9690417243138,1
data\face\lfw-deepfunneled/Megawati_Sukarnoputri/Megawati_Sukarnoputri_0021.jpg,1082,40.71145962387071;-74.00804044002881,40.71153563021788;-74.007887757366,1
data\face\lfw-deepfunneled/Rob_Marshall/Rob_Marshall_0005.jpg,1370,40.71313222006199;-74.00297670460796,40.75893743102142;-73.98347077731734,0
data\face\lfw-deepfunneled/Guido_Westerwelle/Guido_Westerwelle_0002.jpg,568,40.75808799034945;-73.9855413534699,40.758062868672695;-73.98561959825838,1
data\face\lfw-deepfunneled/Ernie_Eves/Ernie_Eves_0002.jpg,455,40.71111307250856;-74.00684204863809,40.7110526356297;-74.00679394735631,1
data\face\lfw-deepfunneled/Dominique_de_Villepin/Dominique_de_Villepin_0013.jpg,386,40.71113302968419;-74.00600259754734,40.74723113254698;-73.96954545970995,0
data\face\lfw-deepfunneled/Prince_Willem-Alexander/Prince_Willem-Alexander_0001.jpg,1297,40.75771329042845;-73.98545090608955,40.75789312014581;-73.98542827974208,1
data\face\lfw-deepfunneled/Robert_Bonner/Robert_Bonner_0001.jpg,1377,40.66983031024072;-73.87523130397929,40.75487719101746;-73.98727712080873,0
data\face\lfw-deepfunneled/Catherine_Zeta-Jones/Catherine_Zeta-Jones_0011.jpg,246,40.74885342461341;-73.96817585154244,40.74871933700361;-73.96813348425088,1
data\face\lfw-deepfunneled/Gordon_Brown/Gordon_Brown_0006.jpg,555,40.758155583178926;-73.98622665365761,40.74883434365637;-73.96807994707059,0
data\face\lfw-deepfunneled/Bob_Hope/Bob_Hope_0004.jpg,183,40.7599849461029;-73.98585563967228,40.74873272807876;-73.96796997728525,0
data\face\lfw-deepfunneled/Ben_Howland/Ben_Howland_0004.jpg,144,40.749324756508;-73.96719862960069,40.7558396654121;-73.98901948903212,0
data\face\lfw-deepfunneled/Bashar_Assad/Bashar_Assad_0002.jpg,139,40.71275232111517;-74.00527669404174,40.74900734935583;-73.96871648617015,0
data\face\lfw-deepfunneled/Kathleen_Kennedy_Townsend/Kathleen_Kennedy_Townsend_0001.jpg,872,40.71276370964592;-74.00564171206571,40.85389198918124;-74.01019288667098,0
data\face\lfw-deepfunneled/Joe_Torre/Joe_Torre_0004.jpg,765,40.7490013577854;-73.9681901442753,40.74890018616712;-73.96811823924914,1
data\face\lfw-deepfunneled/Kevin_Costner/Kevin_Costner_0006.jpg,889,40.74886549521327;-73.96800302944551,40.71293667772784;-74.00442935254608,0
data\face\lfw-deepfunneled/Elizabeth_Shue/Elizabeth_Shue_0001.jpg,429,40.757298627209686;-73.98417635225252,40.74896143254223;-73.9682445978717,0
data\face\lfw-deepfunneled/Tony_Stewart/Tony_Stewart_0001.jpg,1592,40.71265781420024;-74.00632394549059,40.74726244868579;-73.96858064955372,0
data\face\lfw-deepfunneled/Rudolph_Giuliani/Rudolph_Giuliani_0001.jpg,1423,40.74753702455639;-73.96907257227446,40.75828425590854;-73.9836100334911,0
data\face\lfw-deepfunneled/Kimi_Raikkonen/Kimi_Raikkonen_0003.jpg,901,40.71299310322494;-74.00566935519096,40.75668211751134;-73.98581176844932,0
data\face\lfw-deepfunneled/John_Snow/John_Snow_0015.jpg,796,40.71276961532443;-74.00640777780899,40.7581794201751;-73.98543680185713,0
data\face\lfw-deepfunneled/Li_Peng/Li_Peng_0004.jpg,962,40.75676827525135;-73.98496847026357,40.75670045992393;-73.98503972093425,1
data\face\lfw-deepfunneled/Stan_Heath/Stan_Heath_0002.jpg,1500,40.71226218914172;-74.0072932795886,40.71234442135192;-74.0072192353855,1
data\face\lfw-deepfunneled/Thomas_Malchow/Thomas_Malchow_0002.jpg,1553,40.713798610172155;-74.00578250193956,40.71367009938531;-74.00592947418032,1
data\face\lfw-deepfunneled/Doris_Roberts/Doris_Roberts_0002.jpg,395,40.71447085230984;-74.004552649189,40.71423791925694;-74.00464484170627,1
data\face\lfw-deepfunneled/Gus_Van_Sant/Gus_Van_Sant_0002.jpg,574,40.71267188698641;-74.00617308927708,40.71279059211032;-74.00613320091773,1
data\face\lfw-deepfunneled/Martin_McCauley/Martin_McCauley_0001.jpg,1057,40.74539664091375;-73.96874894585936,40.71230859630204;-74.00713368725023,0
data\face\lfw-deepfunneled/John_Bolton/John_Bolton_0006.jpg,772,40.75604146775885;-73.98441245109628,40.75596028768436;-73.98454141453324,1
data\face\lfw-deepfunneled/Nestor_Kirchner/Nestor_Kirchner_0005.jpg,1189,40.77454161128436;-73.95020091216901,40.74908956660617;-73.96796547204552,0
data\face\lfw-deepfunneled/Peter_Struck/Peter_Struck_0002.jpg,1280,40.90232084866734;-74.21726303455125,40.74888670225677;-73.96821151596967,0
data\face\lfw-deepfunneled/Charles_Bronson/Charles_Bronson_0002.jpg,257,40.758381202471455;-73.98621626059484,40.75835519757374;-73.98604999233731,1
data\face\lfw-deepfunneled/Dolma_Tsering/Dolma_Tsering_0002.jpg,384,40.7135147436165;-74.00911944992338,40.75744844583482;-73.98979342704705,0
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0013.jpg,309,40.609872677515625;-74.0125152870987,40.60999973611831;-74.01247024553989,1
data\face\lfw-deepfunneled/Anna_Kournikova/Anna_Kournikova_0004.jpg,93,40.76752747196235;-74.09096522491582,40.76745204319132;-74.09089451013075,1
data\face\lfw-deepfunneled/Bill_Clinton/Bill_Clinton_0015.jpg,160,40.75752816814039;-73.98584573906763,40.7505964752097;-73.9668745827837,0
data\face\lfw-deepfunneled/George_W_Bush/George_W_Bush_0352.jpg,532,40.74879681443713;-73.96825582744334,40.71241357133426;-74.00631707634473,0
data\face\lfw-deepfunneled/Brad_Johnson/Brad_Johnson_0003.jpg,194,40.74774632716483;-73.97140782887465,40.76938629305756;-74.1454057862053,0
data\face\lfw-deepfunneled/Naomi_Watts/Naomi_Watts_0008.jpg,1176,40.652154262759225;-73.9913031258999,40.65212315574329;-73.99131221472138,1
data\face\lfw-deepfunneled/Andre_Agassi/Andre_Agassi_0026.jpg,78,40.748990086570274;-73.9680363252351,40.75833298089621;-73.98528783559811,0
data\face\lfw-deepfunneled/Rick_Pitino/Rick_Pitino_0001.jpg,1357,40.75783869997108;-73.98544111118827,40.71094522586404;-74.00646881410565,0
data\face\lfw-deepfunneled/Luis_Horna/Luis_Horna_0001.jpg,992,40.74990850042829;-73.96883127372631,40.74989719597913;-73.9687923053779,1
data\face\lfw-deepfunneled/Lleyton_Hewitt/Lleyton_Hewitt_0014.jpg,980,40.74967086177449;-73.9677306273271,40.71276202169705;-74.0060549881587,0
data\face\lfw-deepfunneled/Tony_Blair/Tony_Blair_0036.jpg,1588,40.66083123569737;-74.22070293348499,40.74882738774567;-73.96793113712724,0
data\face\lfw-deepfunneled/Arnoldo_Aleman/Arnoldo_Aleman_0005.jpg,117,40.761022856597435;-73.98330112513442,40.76101606999339;-73.98326807552557,1
data\face\lfw-deepfunneled/Christian_Longo/Christian_Longo_0003.jpg,280,40.70896363960959;-74.00467393190546,40.7473045311849;-73.9690417243138,0
data\face\lfw-deepfunneled/Vladimir_Putin/Vladimir_Putin_0010.jpg,1628,40.7145178587259;-74.00672708594816,40.71440039262461;-74.00669474204312,1
data\face\lfw-deepfunneled/Colin_Powell/Colin_Powell_0006.jpg,309,40.75817746444574;-73.98550383247064,40.75814170020483;-73.98545610275305,1
data\face\lfw-deepfunneled/Julia_Tymoshenko/Julia_Tymoshenko_0003.jpg,850,40.7127230600859;-74.0064027072473,40.71287602657954;-74.00622082137374,1
data\face\lfw-deepfunneled/Russell_Coutts/Russell_Coutts_0001.jpg,1426,40.71289340091594;-74.00614808812404,40.71285422527234;-74.0059708364963,1
data\face\lfw-deepfunneled/Robert_Redford/Robert_Redford_0007.jpg,1389,40.75817721978577;-73.98560744987607,40.70951304986991;-74.00546567493528,0
data\face\lfw-deepfunneled/Tony_Blair/Tony_Blair_0078.jpg,1588,40.75863318997329;-73.98729856897825,40.71262575667582;-74.00673429421421,0
data\face\lfw-deepfunneled/John_Abizaid/John_Abizaid_0007.jpg,767,40.7576711632559;-73.98521855113081,40.74889892075189;-73.96799770793305,0
data\face\lfw-deepfunneled/Yao_Ming/Yao_Ming_0006.jpg,1660,40.75547194291678;-73.98368157647157,40.75529140155334;-73.98373064149892,1
data\face\lfw-deepfunneled/Milo_Djukanovic/Milo_Djukanovic_0001.jpg,1141,40.75755757218728;-73.98554331226806,40.74890316893506;-73.96799325298021,0
data\face\lfw-deepfunneled/Tony_Blair/Tony_Blair_0035.jpg,1588,40.748305346255854;-73.96590505728074,40.712510795001386;-74.00620529368467,0
data\face\lfw-deepfunneled/Abdullah_Gul/Abdullah_Gul_0011.jpg,5,40.75699484561765;-73.98578568340687,40.714384867095866;-74.00447948638919,0
